Selected,User ID,Vehicle Model,Time of Day,Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Distance Driven (since last charge) (km),Temperature (°C)
No,User_1107,Tesla Model 3,Morning,75,67.4581,0.873293,17.8856,29.5186,93.3487,24.4157
No,User_1108,Hyundai Kona,Afternoon,62,12.0432,1.02862,25.963,22.7428,284.195,12.5885
No,User_1109,Chevy Bolt,Afternoon,85,61.2315,2.33131,9.1425,38.6627,13.7945,38.9639
No,User_1110,Chevy Bolt,Night,50,23.1933,2.00771,31.9832,5.81156,181.05,17.0754
No,User_1111,Tesla Model 3,Afternoon,85,48.3862,3.73836,27.8052,15.9866,112.098,17.947
No,User_1112,BMW i3,Evening,75,29.6808,3.72162,45.6713,21.0645,265.979,34.1886
No,User_1113,Nissan Leaf,Morning,85,25.0884,3.44738,4.95916,21.5292,153.597,-9.60091
No,User_1114,Chevy Bolt,Afternoon,75,42.6429,2.22091,47.6562,19.8056,200.883,20.778
No,User_1115,Chevy Bolt,Morning,100,56.1151,1.05742,5.48804,16.3478,81.9684,36.5925
No,User_1116,BMW i3,Evening,50,15.8987,3.1652,40.4445,12.0677,211.553,-5.0686
No,User_1117,BMW i3,Morning,85,41.157,3.2635,46.1297,13.4424,125.763,29.4542
No,User_1118,Hyundai Kona,Evening,50,41.9059,1.89449,24.4796,26.7281,44.5059,11.7683
No,User_1119,Hyundai Kona,Night,85,8.33579,2.43294,41.7588,8.21249,206.27,-7.32775
No,User_1120,Nissan Leaf,Afternoon,62,90.2355,1.28599,4.84145,35.0288,102.755,36.3683
No,User_1121,Nissan Leaf,Night,62,18.1025,1.93469,41.5527,37.6968,51.2394,1.10263
No,User_1122,Tesla Model 3,Afternoon,50,59.1985,3.40473,10.5536,7.03485,286.817,2.48307
No,User_1123,Hyundai Kona,Night,85,42.6429,3.77769,7.75127,11.5743,249.129,5.15082
No,User_1124,Chevy Bolt,Evening,85,15.7748,2.68975,25.3649,36.2255,297.102,23.9631
No,User_1125,Hyundai Kona,Afternoon,50,75.0903,1.84942,12.3745,6.12331,150.26,23.9819
No,User_1126,Chevy Bolt,Night,100,23.915,2.33281,33.505,5.58722,295.972,4.8323
No,User_1127,BMW i3,Morning,50,13.82,2.09078,12.2748,20.837,119.345,38.5889
No,User_1128,Hyundai Kona,Morning,62,79.9727,1.15794,37.4622,8.47145,117.698,16.0524
No,User_1129,BMW i3,Night,50,5.16381,3.91001,5.2652,7.41184,45.4006,-9.82457
No,User_1130,Nissan Leaf,Evening,75,55.0953,1.28944,45.2106,8.63188,100.84,3.28742
No,User_1131,Nissan Leaf,Night,102.399,38.1882,3.22783,23.1964,8.64437,72.3223,21.1814
No,User_1132,Tesla Model 3,Morning,60.3092,41.1317,0.63263,46.5434,10.6812,224.56,11.1337
No,User_1133,Hyundai Kona,Afternoon,100,55.1998,1.70112,26.9703,13.3226,153.597,15.3032
No,User_1134,BMW i3,Afternoon,75,72.3112,0.94538,34.2617,23.8937,54.1387,8.41258
No,User_1135,Chevy Bolt,Night,75,37.4938,1.85477,15.8,7.39269,215.9,0.400355
No,User_1136,Nissan Leaf,Afternoon,62,55.375,3.13621,18.0502,8.6235,270.037,-2.64224
No,User_1137,Nissan Leaf,Morning,75,33.4674,3.38616,18.943,33.2243,40.3186,26.8277
No,User_1138,Chevy Bolt,Afternoon,85,53.3595,3.38307,11.3141,23.0579,153.597,3.50741
No,User_1139,BMW i3,Night,62,76.0377,2.19705,14.8929,14.957,259.718,23.1895
No,User_1140,BMW i3,Night,75,9.79335,3.76024,12.8866,20.9113,60.3285,31.3544
No,User_1141,Hyundai Kona,Night,85,45.4534,1.44109,28.194,39.5971,131.054,28.5137
No,User_1142,Hyundai Kona,Morning,100,31.7287,2.29461,37.5032,28.3769,47.4162,7.58004
No,User_1143,Tesla Model 3,Evening,62,76.1648,2.47541,32.5575,26.7656,82.9998,38.5033
No,User_1144,Nissan Leaf,Afternoon,75,59.1686,2.76562,15.2225,18.817,156.81,29.0637
No,User_1145,Hyundai Kona,Night,179.013,15.104,2.89156,5.05246,22.0122,152.888,18.9741
No,User_1146,BMW i3,Evening,62,66.2465,1.2542,37.4623,13.369,152.262,8.95413
No,User_1147,Chevy Bolt,Night,75,30.7262,3.0009,11.2158,37.9647,207.482,-4.44626
No,User_1148,BMW i3,Night,85,77.693,3.62437,25.963,21.9886,15.2151,-8.37401
No,User_1149,Nissan Leaf,Morning,100,77.125,1.23352,39.4291,29.7853,272.795,-3.66358
No,User_1150,BMW i3,Morning,100,8.28244,1.24529,11.018,27.3266,216.502,-2.6453
No,User_1151,Tesla Model 3,Evening,75,50.5305,1.02889,34.6363,5.11486,62.5292,-9.1622
No,User_1152,Nissan Leaf,Night,65.974,64.9305,3.73258,45.6014,38.4549,115.732,26.6772
No,User_1153,Chevy Bolt,Afternoon,85,42.6429,3.33994,39.405,11.0831,153.597,32.311
No,User_1154,Tesla Model 3,Afternoon,62,55.6285,1.37617,8.17996,25.7178,294.293,14.5646
No,User_1155,Nissan Leaf,Afternoon,85,41.9933,1.19769,6.48334,30.3797,54.2681,37.2898
No,User_1156,Chevy Bolt,Evening,24.74,38.6972,0.550018,30.8468,12.7321,384.691,36.6632
No,User_1157,Tesla Model 3,Morning,84.6317,62.2627,1.7046,23.5779,17.1855,299.663,9.25015
No,User_1158,Tesla Model 3,Evening,62,35.8441,3.79499,34.741,13.9072,263.576,9.18786
No,User_1159,Nissan Leaf,Morning,100,55.4688,3.54038,26.4843,14.8289,76.9265,1.35851
No,User_1160,Hyundai Kona,Afternoon,62,19.7215,1.48328,47.6091,9.04099,32.3236,35.7695
No,User_1161,Tesla Model 3,Afternoon,28.5922,68.4503,2.18615,14.9718,14.5028,61.809,18.5993
No,User_1162,Tesla Model 3,Morning,62,79.9497,1.65916,10.8873,17.6231,176.221,34.4287
No,User_1163,Chevy Bolt,Afternoon,85,60.469,3.71739,28.7534,19.6493,147.736,-2.6601
No,User_1164,BMW i3,Evening,75,35.3827,1.71783,23.7716,16.0843,33.6878,33.8936
No,User_1165,Nissan Leaf,Morning,62,37.688,0.602417,45.3645,33.8119,172.102,26.067
No,User_1166,Nissan Leaf,Afternoon,110.658,20.7934,1.47067,30.1857,16.0762,155.784,13.6599
No,User_1167,Hyundai Kona,Night,100,53.3629,3.79982,38.6255,13.6119,42.1394,29.8802
No,User_1168,Hyundai Kona,Afternoon,100,24.2673,1.64042,30.4858,15.8064,80.3186,11.6974
No,User_1169,Nissan Leaf,Night,62,68.209,2.84419,21.8987,38.6464,71.1694,34.3754
No,User_1170,Hyundai Kona,Afternoon,100,27.7061,2.85835,45.3267,38.0364,104.862,19.0293
No,User_1171,Chevy Bolt,Night,50,76.6873,0.729883,45.7583,35.2654,190.938,38.7386
No,User_1172,Nissan Leaf,Afternoon,50,45.3646,0.56411,25.0415,33.7126,109.932,37.3308
No,User_1173,Hyundai Kona,Night,50,27.498,1.3745,46.4773,8.15486,97.4624,12.4098
No,User_1174,Nissan Leaf,Morning,100,74.7069,3.68149,33.4636,38.7662,166.683,7.88411
No,User_1175,BMW i3,Morning,100,37.5205,2.78184,24.984,12.9776,27.7169,-7.64782
No,User_1176,Tesla Model 3,Night,100.565,24.0435,2.90654,26.0312,25.4853,146.922,8.82592
No,User_1177,Nissan Leaf,Afternoon,75,9.51653,1.27837,48.5765,15.1413,207.105,27.8309
No,User_1178,Tesla Model 3,Evening,48.3537,39.8843,3.03691,19.4611,20.3396,172.519,31.6367
No,User_1179,Hyundai Kona,Evening,50,5.75552,2.29045,39.127,34.3997,107.669,18.9627
No,User_1180,Tesla Model 3,Evening,100,13.0035,1.70467,41.1849,18.408,245.858,39.6319
No,User_1181,Nissan Leaf,Evening,62,21.3516,2.85721,21.4962,19.2956,29.2594,2.5012
No,User_1182,BMW i3,Night,100,48.8467,1.66397,7.24395,17.933,107.308,-0.336715
No,User_1183,Hyundai Kona,Morning,100,9.20601,2.85882,14.8329,34.4481,280.544,18.4559
No,User_1184,Nissan Leaf,Morning,75,19.9367,1.90648,26.7491,37.0187,105.657,3.36921
No,User_1185,Hyundai Kona,Evening,62,42.6429,1.05436,27.8174,12.4269,122.295,12.786
No,User_1186,Chevy Bolt,Morning,85,76.1878,2.85024,14.9841,22.6461,69.1866,15.2473
No,User_1187,Tesla Model 3,Night,75,72.9407,3.60923,13.825,35.8589,19.3083,38.667
No,User_1188,Chevy Bolt,Evening,75,24.5417,1.71289,25.963,31.0577,81.7386,-1.63819
No,User_1189,Nissan Leaf,Night,85,7.44682,3.48144,25.963,15.1342,30.9222,10.5069
No,User_1190,BMW i3,Night,85,17.199,1.66318,25.963,38.8862,160.294,-4.25353
No,User_1191,Hyundai Kona,Afternoon,50,42.6429,2.28783,21.6722,8.33103,116.655,-3.11254
No,User_1192,Tesla Model 3,Night,75,72.2786,1.09535,7.44311,11.9895,155.305,4.69883
No,User_1193,Hyundai Kona,Afternoon,85,18.0171,2.4616,43.7012,17.7846,28.5492,19.1656
No,User_1194,Nissan Leaf,Evening,75,59.1266,2.42141,6.93861,37.9858,238.736,19.7452
No,User_1195,Hyundai Kona,Night,85,35.8667,4.22667,32.7973,25.0308,258.032,8.25348
No,User_1196,Tesla Model 3,Morning,62,5.20011,1.88766,49.3332,30.8654,179.293,37.5767
No,User_1197,Nissan Leaf,Evening,50,28.7723,1.19291,25.7988,17.0201,163.039,37.4853
No,User_1198,Hyundai Kona,Night,75,61.908,3.09977,37.7744,31.2227,291.181,18.7749
No,User_1199,BMW i3,Night,100,35.0176,2.84882,12.5407,26.8282,49.6656,10.2049
No,User_1200,Nissan Leaf,Morning,50,14.8045,2.61406,27.4992,33.9939,58.8702,27.2222
No,User_1201,Nissan Leaf,Afternoon,75,65.1029,1.02083,47.4398,31.7011,41.2561,10.9263
No,User_1202,BMW i3,Night,75,18.121,3.40581,35.164,15.365,277.015,4.59963
No,User_1203,Chevy Bolt,Night,86.7181,61.631,2.94292,20.3912,32.9642,83.9199,-6.98334
No,User_1204,Tesla Model 3,Morning,75,71.8059,3.73627,39.4679,21.0068,55.9748,-0.831142
No,User_1205,Chevy Bolt,Evening,100,45.9892,1.59903,42.3644,19.2305,113.455,5.82478
No,User_1206,Hyundai Kona,Night,100,45.859,1.30933,47.5037,35.5479,85.0048,7.1597
No,User_1207,BMW i3,Afternoon,100,55.6919,2.87081,3.85623,5.4337,153.597,11.3536
No,User_1208,Chevy Bolt,Afternoon,61.9534,23.0505,3.6619,36.7699,9.64417,286.379,-7.85827
No,User_1209,Nissan Leaf,Morning,50,39.9727,0.69413,37.6753,35.4752,60.9173,11.0228
No,User_1210,Hyundai Kona,Afternoon,75,21.0536,1.46177,6.30607,46.1729,135.637,26.1933
No,User_1211,Hyundai Kona,Night,100,8.78902,2.91246,25.963,15.6622,98.6602,-9.12448
No,User_1212,Chevy Bolt,Afternoon,62,97.6678,2.81904,34.0061,14.8735,249.072,-7.75475
No,User_1213,Chevy Bolt,Night,100,39.9458,2.70599,34.1016,29.2449,132.787,-5.49905
No,User_1214,BMW i3,Morning,86.1665,41.0129,3.06954,35.2396,43.3741,223.72,31.5891
No,User_1215,Tesla Model 3,Afternoon,75,11.4222,3.2544,26.1443,12.8582,31.3064,-2.4416
No,User_1216,Chevy Bolt,Night,100,52.2844,1.77281,23.8767,23.7033,41.2916,6.38556
No,User_1217,Chevy Bolt,Evening,75,77.6323,3.30687,11.179,10.9064,101.403,2.21108
No,User_1218,Nissan Leaf,Night,50,14.1754,2.20614,21.8574,23.9203,295.959,8.014
No,User_1219,Hyundai Kona,Night,62,28.3375,2.26075,36.2861,35.1824,85.8856,15.7251
No,User_1220,Tesla Model 3,Morning,100,17.6289,1.73028,11.3802,30.5945,179.749,36.4459
No,User_1221,Nissan Leaf,Night,75,45.4511,1.13103,12.8171,29.151,39.8914,37.7313
No,User_1222,BMW i3,Morning,50,49.6609,3.59024,17.6633,12.3921,236.732,-4.13753
No,User_1223,BMW i3,Night,85,23.9421,2.15922,18.8196,23.7723,190.202,-3.24467
No,User_1224,Chevy Bolt,Night,85,23.8699,2.44142,23.6037,10.9105,158.222,11.048
No,User_1225,Chevy Bolt,Night,50,8.64128,2.49466,19.6697,21.9786,132.613,0.874165
No,User_1226,BMW i3,Morning,75,11.1396,0.767175,25.963,37.3396,246.706,35.7761
No,User_1227,Chevy Bolt,Night,100,46.4024,0.979076,38.5139,6.69269,18.6395,-1.89869
No,User_1228,Tesla Model 3,Morning,64.9254,77.2662,3.49812,28.9265,37.5077,27.6649,11.9954
No,User_1229,Chevy Bolt,Evening,100,5.99514,3.97697,34.9539,30.413,270.664,22.9756
No,User_1230,Hyundai Kona,Morning,54.0322,21.2707,3.34236,40.1769,12.1862,75.7276,31.3469
No,User_1231,Chevy Bolt,Evening,62,38.1386,0.948056,42.5167,21.8129,145.034,39.7074
No,User_1232,Nissan Leaf,Morning,85,37.998,2.06073,10.4935,16.6529,214.384,-1.84483
No,User_1233,Tesla Model 3,Morning,50,12.8931,2.1413,17.3414,18.144,88.5404,20.0551
No,User_1234,Nissan Leaf,Night,85,60.6246,1.96227,22.6804,32.7419,286.422,29.7237
No,User_1235,Nissan Leaf,Afternoon,100,42.6429,1.61607,27.797,58.2546,58.2823,33.6658
No,User_1236,Hyundai Kona,Afternoon,75,5.86832,0.890728,21.3263,21.9083,280.976,-1.56249
No,User_1237,Tesla Model 3,Night,62,42.6429,1.2816,36.6013,29.7815,11.7694,12.2356
No,User_1238,Tesla Model 3,Evening,100,77.6988,1.2249,26.4238,17.059,196.29,36.6425
No,User_1239,Tesla Model 3,Night,85,94.3653,2.24342,31.6541,38.0945,205.84,19.1191
No,User_1240,Tesla Model 3,Afternoon,62,43.9582,1.76786,36.0028,10.4322,49.9121,3.91583
No,User_1241,Tesla Model 3,Morning,85,76.4807,1.91272,42.3662,15.6619,92.3272,5.65211
No,User_1242,Hyundai Kona,Night,78.5111,66.1782,3.26494,5.92318,37.2776,108.141,2.24162
No,User_1243,Chevy Bolt,Evening,50,76.2424,3.7289,6.7986,21.0892,94.4297,2.55466
No,User_1244,Nissan Leaf,Night,75,35.1574,0.154301,17.6399,19.9559,31.7912,-6.22549
No,User_1245,Tesla Model 3,Afternoon,85,53.1198,1.80733,41.6901,33.389,139.244,18.7118
No,User_1246,Chevy Bolt,Morning,50,43.126,2.76539,5.76664,21.5953,167.617,31.0576
No,User_1247,Chevy Bolt,Afternoon,75,60.6815,2.21515,15.6315,31.6514,61.5153,15.955
No,User_1248,Nissan Leaf,Afternoon,85,33.6745,2.00887,24.8596,37.3986,230.791,25.4264
No,User_1249,Hyundai Kona,Afternoon,100,54.5486,1.60323,19.1029,17.0268,44.4146,26.2295
No,User_1250,BMW i3,Afternoon,62,14.1163,0.940002,21.3831,3.70707,262.129,0.669346
No,User_1251,BMW i3,Morning,62,11.3219,1.82181,39.9581,3.05904,111.699,-0.886887
No,User_1252,Chevy Bolt,Afternoon,50,26.5867,1.72444,24.4508,25.2048,191.387,5.32009
No,User_1253,Nissan Leaf,Evening,75,65.9222,3.31827,37.525,8.19726,31.8154,-0.647558
No,User_1254,BMW i3,Evening,62,37.5159,0.797133,25.963,9.5891,238.751,-2.56078
No,User_1255,Chevy Bolt,Afternoon,100,20.0746,2.46911,48.0739,13.6568,35.4492,6.23114
No,User_1256,Hyundai Kona,Evening,100,10.3906,1.48404,38.4249,39.7958,243.315,39.3945
No,User_1257,BMW i3,Afternoon,75,5.89284,1.23599,40.7768,11.6512,100.99,16.8923
No,User_1258,Chevy Bolt,Morning,75,48.5249,3.00167,6.02348,6.771,119.991,37.1315
No,User_1259,Chevy Bolt,Morning,100,51.945,2.46159,9.16604,29.4719,220.775,14.4834
No,User_1260,Tesla Model 3,Evening,85,20.7904,3.24746,41.2372,25.7925,259.924,22.8974
No,User_1261,Hyundai Kona,Evening,100,49.4835,1.73227,18.9376,37.6608,49.0542,-7.47811
No,User_1262,Tesla Model 3,Afternoon,75,25.5275,0.43489,25.963,25.0212,265.238,18.9965
No,User_1263,Nissan Leaf,Night,50,19.958,1.29827,43.0077,37.0609,51.4218,30.0063
No,User_1264,Tesla Model 3,Afternoon,50,33.6942,3.98283,22.7071,35.8013,29.8129,10.6072
No,User_1265,Tesla Model 3,Afternoon,50,45.1594,0.919046,31.3125,39.2537,61.5067,17.2584
No,User_1266,BMW i3,Morning,100,60.8311,3.57419,48.3212,9.9754,29.6749,3.17179
No,User_1267,Chevy Bolt,Night,75,42.6429,1.23283,43.9802,22.5608,286.323,15.6127
No,User_1268,Hyundai Kona,Night,100,47.6783,1.42491,37.7499,36.5486,268.695,27.781
No,User_1269,Tesla Model 3,Afternoon,85,27.6379,1.92058,57.0998,10.2182,206.44,9.38314
No,User_1270,Hyundai Kona,Morning,62,66.4611,3.89416,47.7235,21.5669,250.864,18.39
No,User_1271,Tesla Model 3,Evening,75,42.6429,0.548378,37.2465,15.3674,49.1227,-2.46273
No,User_1272,Nissan Leaf,Morning,75,42.6429,2.33781,36.9322,25.857,56.9023,37.4925
No,User_1273,Tesla Model 3,Evening,62,10.2016,3.99369,36.8004,36.5652,131.971,12.6162
No,User_1274,BMW i3,Morning,85,67.6146,3.9268,23.4022,24.0157,227.063,6.14368
No,User_1275,Chevy Bolt,Night,85,8.93691,3.62326,35.3171,9.93477,79.489,14.3311
No,User_1276,Nissan Leaf,Morning,62,26.444,3.69224,27.1214,27.3704,265.561,14.3941
No,User_1277,Tesla Model 3,Afternoon,100,42.018,0.730266,13.303,13.0886,1.89954,14.6419
No,User_1278,Hyundai Kona,Evening,75,27.9972,1.76862,25.963,25.5372,212.708,-6.85507
No,User_1279,Nissan Leaf,Morning,50,34.5413,2.53918,14.2396,26.0335,181.854,13.0289
No,User_1280,Nissan Leaf,Morning,100,67.0783,3.88398,23.0981,11.9807,195.72,5.01003
No,User_1281,Tesla Model 3,Evening,100,39.707,3.77514,18.6853,24.1925,209.372,0.259103
No,User_1282,Nissan Leaf,Morning,50,6.44888,2.24643,11.0194,5.38824,153.597,12.1932
No,User_1283,Hyundai Kona,Evening,62,30.7515,3.77767,19.4801,12.8996,129.546,31.9803
No,User_1284,Nissan Leaf,Night,50,28.8029,0.7584,45.5188,20.8993,22.3327,-0.257359
No,User_1285,Hyundai Kona,Evening,63.9905,30.9876,1.93281,25.963,35.732,203.06,28.3538
No,User_1286,Tesla Model 3,Evening,100,85.0399,3.70838,26.7266,21.8438,279.867,22.6699
No,User_1287,Chevy Bolt,Night,50,47.7678,2.67945,32.9943,30.8595,221.536,15.3633
No,User_1288,Nissan Leaf,Morning,62,57.4544,1.12116,35.7302,26.4146,57.2895,33.4906
No,User_1289,Chevy Bolt,Morning,50,45.9395,1.81343,16.5579,22.1471,232.599,27.5741
No,User_1290,Hyundai Kona,Night,50,49.5348,0.805284,42.137,23.9961,279.439,4.52437
No,User_1291,Nissan Leaf,Afternoon,100,52.7398,2.18139,9.72125,33.8172,56.8608,37.1182
No,User_1292,BMW i3,Evening,50,61.933,2.76877,37.3931,24.5214,17.9544,0.710858
No,User_1293,Chevy Bolt,Morning,85,23.4379,3.46365,50.3506,8.48328,22.6241,14.7852
No,User_1294,Nissan Leaf,Morning,62,8.31581,0.728102,11.7372,20.7043,271.526,35.8218
No,User_1295,Chevy Bolt,Evening,50,10.185,3.41145,29.8307,18.8181,83.8737,26.5242
No,User_1296,Nissan Leaf,Evening,100,71.9451,3.94257,7.47769,24.898,185.763,24.8513
No,User_1297,Tesla Model 3,Evening,100,9.20907,2.41621,43.7734,27.7144,58.799,9.62657
No,User_1298,Chevy Bolt,Afternoon,80.245,21.9185,1.67314,6.45384,7.49284,198.594,29.0946
No,User_1299,BMW i3,Night,85,21.7954,1.17187,37.7362,27.4606,39.04,-4.0528
No,User_1300,BMW i3,Afternoon,62,27.9949,1.47545,41.5152,7.26008,42.8006,3.89173
No,User_1301,Hyundai Kona,Afternoon,62,35.7623,1.92637,22.8678,17.07,273.507,39.2076
No,User_1302,Nissan Leaf,Evening,85,7.91719,1.7939,31.7458,27.9625,18.7824,11.7657
No,User_1303,Chevy Bolt,Night,60.8032,26.1775,4.2992,11.0782,11.4139,76.3394,-8.55337
No,User_1304,Hyundai Kona,Morning,81.062,42.6429,1.69596,13.4872,14.3178,11.2567,13.7379
No,User_1305,Chevy Bolt,Evening,46.1729,60.2514,2.73607,42.3379,21.1045,173.293,31.5476
No,User_1306,Nissan Leaf,Night,50,15.6917,2.1314,14.1889,9.25394,194.779,12.2671
No,User_1307,BMW i3,Morning,75,54.8251,0.557213,45.8638,22.93,69.7286,23.6014
No,User_1308,Tesla Model 3,Afternoon,85,65.2325,1.56659,17.13,5.7095,35.6352,33.9376
No,User_1309,BMW i3,Night,75,6.43232,0.930239,9.02594,16.4311,209.984,21.697
No,User_1310,Hyundai Kona,Afternoon,50,16.1261,3.90961,4.1942,27.637,82.8826,29.2394
No,User_1311,Tesla Model 3,Afternoon,62,66.9799,0.775663,13.7872,38.833,153.597,36.4321
No,User_1312,Hyundai Kona,Night,50,74.2767,2.84915,25.0735,38.194,194.794,7.73197
No,User_1313,Nissan Leaf,Morning,75,39.7339,1.2493,21.3956,19.4137,153.597,24.109
No,User_1314,Tesla Model 3,Night,129.351,60.7251,2.36599,10.4919,11.2897,279.552,-1.36999
No,User_1315,Hyundai Kona,Morning,50,43.2515,2.50181,63.2161,36.3569,220.282,1.63085
No,User_1316,Nissan Leaf,Evening,100,42.0117,1.42644,5.89548,22.0812,239.601,1.91965
No,User_1317,BMW i3,Evening,100,68.1859,3.23821,18.388,5.06781,164.376,34.0298
No,User_1318,Nissan Leaf,Evening,100,18.8951,3.26712,45.4821,37.255,226.519,20.3588
No,User_1319,Chevy Bolt,Afternoon,85,13.7563,2.75453,38.1482,39.0461,291.494,24.1346
No,User_1320,Nissan Leaf,Evening,120.447,63.6526,3.74097,33.7042,10.8637,14.4492,-6.96659
